"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037167930000""","Wiley Mose",1-b,"Mid-con Energy Operating Llc",OK,Creek,2011-08-01,Water,0,BBL,2680,2750,"Wiley Mose"
"=""35037167930000""","Wiley Mose",1-b,"Mid-con Energy Operating Llc",OK,Creek,2011-07-01,Water,0,BBL,2680,2750,"Wiley Mose"
"=""35037167180000""","E Wacoche",W-15,"Little River Energy Company",OK,Creek,2011-12-01,Water,2480,BBL,2661,2682,"E Wacoche"
"=""35037167180000""","E Wacoche",W-15,"Little River Energy Company",OK,Creek,2011-03-01,Water,2480,BBL,2661,2682,"E Wacoche"
"=""35037167800000""","James Pike",3,"Glimp Oil Company Llc",OK,Creek,2011-08-01,Water,2254,BBL,3093,3107,"James Pike"
"=""35037173380000""",Meadors,1,"Ventura Energy Services Llc",OK,Creek,2011-07-01,Water,425,BBL,3905,3936,Meadors
"=""35037171520000""",Lashley,3,"Topsail Secondary Recovery Llc",OK,Creek,2011-07-01,Water,330,BBL,2383,2411,Lashley
"=""35037168360000""","Annie Meyer",30,"Hott Monty L Production Corp",OK,Creek,2011-03-01,Water,3000,BBL,2411,2435,"Annie Meyer"
"=""35037133310000""",Gibson,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-12-01,Water,6200,BBL,1853,1859,Gibson
"=""35037133310000""",Gibson,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-11-01,Water,6000,BBL,1853,1859,Gibson
"=""35037133310000""",Gibson,2,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-10-01,Water,6200,BBL,1853,1859,Gibson
"=""35037131350000""","Ecrsu (frank Davidson)",1,"Eig Petroleum Llc",OK,Creek,2011-10-01,Water,1200,BBL,2609,2628,"Ecrsu (frank Davidson)"
"=""35037131350000""","Ecrsu (frank Davidson)",1,"Eig Petroleum Llc",OK,Creek,2011-02-01,Water,1200,BBL,2609,2628,"Ecrsu (frank Davidson)"
"=""35037083840000""","Washington (angus Skinner Rfsu",2,"Welch Energy Llc",OK,Creek,2011-07-01,Water,800,BBL,2730,2750,"Washington (angus Skinner Rfsu"
"=""35037080040000""","Minnie Deer",3,"Krumme Oil Company Llp",OK,Creek,2011-10-01,Water,3720,BBL,2786,2813,"Minnie Deer"
"=""35037080040000""","Minnie Deer",3,"Krumme Oil Company Llp",OK,Creek,2011-03-01,Water,3720,BBL,2786,2813,"Minnie Deer"
"=""35037080040000""","Minnie Deer",3,"Krumme Oil Company Llp",OK,Creek,2011-02-01,Water,3360,BBL,2786,2813,"Minnie Deer"
"=""35037080040000""","Minnie Deer",3,"Krumme Oil Company Llp",OK,Creek,2011-01-01,Water,3720,BBL,2786,2813,"Minnie Deer"
"=""35037079520000""","L. Miller",W-14,"Mid-con Energy Operating Llc",OK,Creek,2011-09-01,Water,5632,BBL,2614,2646,"L. Miller"
"=""35037073510000""",Hammer,8,"Krumme Oil Company Llp",OK,Creek,2011-12-01,Water,14880,BBL,3478,3506,Hammer
"=""35037073510000""",Hammer,8,"Krumme Oil Company Llp",OK,Creek,2011-11-01,Water,14400,BBL,3478,3506,Hammer
"=""35037073510000""",Hammer,8,"Krumme Oil Company Llp",OK,Creek,2011-06-01,Water,14400,BBL,3478,3506,Hammer
"=""35037121460000""","Elsa Self A",8,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-11-01,Water,2250,BBL,2460,2502,"Elsa Self A"
"=""35037121460000""","Elsa Self A",8,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-08-01,Water,2325,BBL,2460,2502,"Elsa Self A"
"=""35037124760000""",Replogle,Wi-3,"Hightower Energy Llc",OK,Creek,2011-11-01,Water,7000,BBL,2538,2551,Replogle
"=""35037124760000""",Replogle,Wi-3,"Hightower Energy Llc",OK,Creek,2011-08-01,Water,7000,BBL,2538,2551,Replogle
"=""35037124760000""",Replogle,Wi-3,"Hightower Energy Llc",OK,Creek,2011-07-01,Water,7000,BBL,2538,2551,Replogle
"=""35037124760000""",Replogle,Wi-3,"Hightower Energy Llc",OK,Creek,2011-02-01,Water,7000,BBL,2538,2551,Replogle
"=""35037128700000""","Sejrsu (124) (rowsey #2)",24,"Hightower Energy Llc",OK,Creek,2011-10-01,Water,600,BBL,2724,2729,"Sejrsu (124) (rowsey #2)"
"=""35037128700000""","Sejrsu (124) (rowsey #2)",24,"Hightower Energy Llc",OK,Creek,2011-09-01,Water,600,BBL,2724,2729,"Sejrsu (124) (rowsey #2)"
"=""35037128700000""","Sejrsu (124) (rowsey #2)",24,"Hightower Energy Llc",OK,Creek,2011-04-01,Water,600,BBL,2724,2729,"Sejrsu (124) (rowsey #2)"
"=""35037094550000""","L. Brown",120-w1,"Linn Operating Llc",OK,Creek,2011-06-01,Water,43290,BBL,2632,2740,"L. Brown"
"=""35037094550000""","L. Brown",120-w1,"Linn Operating Llc",OK,Creek,2011-05-01,Water,47963,BBL,2632,2740,"L. Brown"
"=""35037094550000""","L. Brown",120-w1,"Linn Operating Llc",OK,Creek,2011-03-01,Water,52720,BBL,2632,2740,"L. Brown"
"=""35037094550000""","L. Brown",120-w1,"Linn Operating Llc",OK,Creek,2011-01-01,Water,33225,BBL,2632,2740,"L. Brown"
"=""35037750270000""",Barnhart,1,"Tank Truck's Inc",OK,Creek,2011-09-01,Water,9025,BBL,2706,3060,Barnhart
"=""35037750270000""",Barnhart,1,"Tank Truck's Inc",OK,Creek,2011-03-01,Water,10505,BBL,2706,3060,Barnhart
"=""35037750270000""",Barnhart,1,"Tank Truck's Inc",OK,Creek,2011-01-01,Water,8700,BBL,2706,3060,Barnhart
"=""35037260790000""",Thomas,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-09-01,Water,9000,BBL,1401,1420,Thomas
"=""35037260790000""",Thomas,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-05-01,Water,9300,BBL,1401,1420,Thomas
"=""35037110930000""","Crow Unit",W-12,"Gemini Oil Company",OK,Creek,2011-09-01,Water,76187,BBL,1344,1479,"Crow Unit"
"=""35037110930000""","Crow Unit",W-12,"Gemini Oil Company",OK,Creek,2011-07-01,Water,76187,BBL,1344,1479,"Crow Unit"
"=""35037110930000""","Crow Unit",W-12,"Gemini Oil Company",OK,Creek,2011-05-01,Water,76187,BBL,1344,1479,"Crow Unit"
"=""35037110930000""","Crow Unit",W-12,"Gemini Oil Company",OK,Creek,2011-04-01,Water,76187,BBL,1344,1479,"Crow Unit"
"=""35037284290000""",Orcutt,17,"Falcon Oil Properties Llp",OK,Creek,2011-06-01,Water,11049,BBL,2947,2968,Orcutt
"=""35037284290000""",Orcutt,17,"Falcon Oil Properties Llp",OK,Creek,2011-05-01,Water,9538,BBL,2947,2968,Orcutt
"=""35037284290000""",Orcutt,17,"Falcon Oil Properties Llp",OK,Creek,2011-04-01,Water,10454,BBL,2947,2968,Orcutt
"=""35037283770000""",Anthis,1,"Sallee Oil Corporation",OK,Creek,2011-08-01,Water,18057,BBL,2174,2245,Anthis
"=""35037283770000""",Anthis,1,"Sallee Oil Corporation",OK,Creek,2011-04-01,Water,15800,BBL,2174,2245,Anthis
"=""35037283770000""",Anthis,1,"Sallee Oil Corporation",OK,Creek,2011-01-01,Water,18057,BBL,2174,2245,Anthis
"=""35037284570000""",Mikey,21,"Yarhola Production Company",OK,Creek,2011-12-01,Water,2325,BBL,1330,1415,Mikey
"=""35037284570000""",Mikey,21,"Yarhola Production Company",OK,Creek,2011-07-01,Water,2325,BBL,1330,1415,Mikey
"=""35037284570000""",Mikey,21,"Yarhola Production Company",OK,Creek,2011-01-01,Water,2325,BBL,1330,1415,Mikey
"=""35037284580000""",Mikey,19,"Yarhola Production Company",OK,Creek,2011-11-01,Water,2250,BBL,1330,1415,Mikey
"=""35037284580000""",Mikey,19,"Yarhola Production Company",OK,Creek,2011-07-01,Water,2325,BBL,1330,1415,Mikey
"=""35037284580000""",Mikey,19,"Yarhola Production Company",OK,Creek,2011-06-01,Water,2250,BBL,1330,1415,Mikey
"=""35037284580000""",Mikey,19,"Yarhola Production Company",OK,Creek,2011-02-01,Water,2100,BBL,1330,1415,Mikey
"=""35037284590000""",Mikey,18,"Yarhola Production Company",OK,Creek,2011-11-01,Water,2250,BBL,1345,1405,Mikey
"=""35037284590000""",Mikey,18,"Yarhola Production Company",OK,Creek,2011-06-01,Water,2250,BBL,1345,1405,Mikey
"=""35037284590000""",Mikey,18,"Yarhola Production Company",OK,Creek,2011-01-01,Water,2325,BBL,1345,1405,Mikey
"=""35037284650000""",Mills,5,"Eagle River Energy Corporation",OK,Creek,2011-05-01,Water,1643,BBL,2539,2552,Mills
"=""35037283380000""",Bishop,3,"United Energy & Exploration Llc",OK,Creek,2011-12-01,Water,9300,BBL,3616,3652,Bishop
"=""35037283380000""",Bishop,3,"United Energy & Exploration Llc",OK,Creek,2011-09-01,Water,9000,BBL,3616,3652,Bishop
"=""35037283380000""",Bishop,3,"United Energy & Exploration Llc",OK,Creek,2011-04-01,Water,9000,BBL,3616,3652,Bishop
"=""35037283380000""",Bishop,3,"United Energy & Exploration Llc",OK,Creek,2011-03-01,Water,9300,BBL,3616,3652,Bishop
"=""35037283160000""",Davis,2,"Eagle River Energy Corporation",OK,Creek,2011-12-01,Water,279,BBL,2348,2350,Davis
"=""35037283160000""",Davis,2,"Eagle River Energy Corporation",OK,Creek,2011-11-01,Water,243,BBL,2348,2350,Davis
"=""35037283160000""",Davis,2,"Eagle River Energy Corporation",OK,Creek,2011-07-01,Water,279,BBL,2348,2350,Davis
"=""35037283160000""",Davis,2,"Eagle River Energy Corporation",OK,Creek,2011-06-01,Water,270,BBL,2348,2350,Davis
"=""35037283160000""",Davis,2,"Eagle River Energy Corporation",OK,Creek,2011-03-01,Water,279,BBL,2348,2350,Davis
"=""35037281090000""","Depew Storage W.i.w.",6,"Oneok Gas Storage Llc",OK,Creek,2011-06-01,Water,18394,BBL,3298,3390,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2011-09-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2011-07-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2011-03-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2011-02-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281650000""","Polecat Creek R.f.(babie Crow)",3413w,"Holloway David A",OK,Creek,2011-10-01,Water,0,BBL,2000,2030,"Polecat Creek R.f.(babie Crow)"
"=""35037281650000""","Polecat Creek R.f.(babie Crow)",3413w,"Holloway David A",OK,Creek,2011-09-01,Water,0,BBL,2000,2030,"Polecat Creek R.f.(babie Crow)"
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2011-07-01,Water,1500,BBL,2670,2720,Ellison
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2011-03-01,Water,1500,BBL,2670,2720,Ellison
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2011-02-01,Water,1500,BBL,2670,2720,Ellison
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2011-01-01,Water,1500,BBL,2670,2720,Ellison
"=""35037281820000""",Bennett,1,"Edge Oil Company Inc",OK,Creek,2011-10-01,Water,1500,BBL,2670,2705,Bennett
"=""35037281820000""",Bennett,1,"Edge Oil Company Inc",OK,Creek,2011-09-01,Water,1500,BBL,2670,2705,Bennett
"=""35037281820000""",Bennett,1,"Edge Oil Company Inc",OK,Creek,2011-05-01,Water,1500,BBL,2670,2705,Bennett
"=""35037280280000""","L. Jackson",W-1,"Petco Petroleum Corp",OK,Creek,2011-04-01,Water,32327,BBL,1500,1650,"L. Jackson"
"=""35037280280000""","L. Jackson",W-1,"Petco Petroleum Corp",OK,Creek,2011-02-01,Water,32327,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2011-12-01,Water,0,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2011-03-01,Water,0,BBL,1500,1650,"L. Jackson"
"=""35037280610000""",Francis,1,"Keener Oil & Gas Company",OK,Creek,2011-12-01,Water,37140,BBL,3258,3362,Francis
"=""35037280610000""",Francis,1,"Keener Oil & Gas Company",OK,Creek,2011-01-01,Water,37140,BBL,3258,3362,Francis
"=""35037281500000""",Mussellem,32,"Berexco Llc",OK,Creek,2011-06-01,Water,298300,BBL,2789,3300,Mussellem
"=""35037281500000""",Mussellem,32,"Berexco Llc",OK,Creek,2011-03-01,Water,208444,BBL,2789,3300,Mussellem
"=""35037281500000""",Mussellem,32,"Berexco Llc",OK,Creek,2011-02-01,Water,169960,BBL,2789,3300,Mussellem
"=""35037281610000""","Shelton Ponder Dutcher Sand U.",2725-w,"Holloway David A",OK,Creek,2011-12-01,Water,11200,BBL,2500,2534,"Shelton Ponder Dutcher Sand U."
"=""35037281610000""","Shelton Ponder Dutcher Sand U.",2725-w,"Holloway David A",OK,Creek,2011-09-01,Water,10500,BBL,2500,2534,"Shelton Ponder Dutcher Sand U."
"=""35037279920000""","Miles Devin",3,"Dunlap Oil Company",OK,Creek,2011-10-01,Water,1555,BBL,3070,3110,"Miles Devin"
"=""35037279920000""","Miles Devin",3,"Dunlap Oil Company",OK,Creek,2011-03-01,Water,1538,BBL,3070,3110,"Miles Devin"
"=""35037279920000""","Miles Devin",3,"Dunlap Oil Company",OK,Creek,2011-02-01,Water,1512,BBL,3070,3110,"Miles Devin"
"=""35037280010000""",Speakman,2,"Holloway David A",OK,Creek,2011-10-01,Water,0,BBL,2068,2075,Speakman
"=""35037280010000""",Speakman,2,"Holloway David A",OK,Creek,2011-05-01,Water,0,BBL,2068,2075,Speakman
"=""35037280010000""",Speakman,2,"Holloway David A",OK,Creek,2011-04-01,Water,0,BBL,2068,2075,Speakman
"=""35037280010000""",Speakman,2,"Holloway David A",OK,Creek,2011-02-01,Water,0,BBL,2068,2075,Speakman
"=""35037280100000""",Hemenway,2,"Holloway David A",OK,Creek,2011-04-01,Water,0,BBL,1876,1892,Hemenway
"=""35037280200000""",Paullus,6-a,"Trojan Resources Llc",OK,Creek,2011-10-01,Water,21527,BBL,2161,2190,Paullus
"=""35037280200000""",Paullus,6-a,"Trojan Resources Llc",OK,Creek,2011-07-01,Water,22333,BBL,2161,2190,Paullus
"=""35037280200000""",Paullus,6-a,"Trojan Resources Llc",OK,Creek,2011-04-01,Water,20211,BBL,2161,2190,Paullus
"=""35037280880000""","Jackson A",1,"Eagle River Energy Corporation",OK,Creek,2011-11-01,Water,1870,BBL,2140,2153,"Jackson A"
"=""35037280880000""","Jackson A",1,"Eagle River Energy Corporation",OK,Creek,2011-09-01,Water,1857,BBL,2140,2153,"Jackson A"
"=""35037276300000""",Barnett,14,"Trojan Resources Llc",OK,Creek,2011-09-01,Water,60,BBL,1788,1808,Barnett
"=""35037276300000""",Barnett,14,"Trojan Resources Llc",OK,Creek,2011-05-01,Water,60,BBL,1788,1808,Barnett
"=""35037276300000""",Barnett,14,"Trojan Resources Llc",OK,Creek,2011-02-01,Water,60,BBL,1788,1808,Barnett
"=""35037276720000""",Jackson,1,"Vanorsdol Paul & Lisa",OK,Creek,2011-12-01,Water,0,BBL,2790,2828,Jackson
"=""35037276720000""",Jackson,1,"Vanorsdol Paul & Lisa",OK,Creek,2011-11-01,Water,0,BBL,2790,2828,Jackson
"=""35037276720000""",Jackson,1,"Vanorsdol Paul & Lisa",OK,Creek,2011-07-01,Water,0,BBL,2790,2828,Jackson
"=""35037276720000""",Jackson,1,"Vanorsdol Paul & Lisa",OK,Creek,2011-05-01,Water,0,BBL,2790,2828,Jackson
"=""35037276720000""",Jackson,1,"Vanorsdol Paul & Lisa",OK,Creek,2011-04-01,Water,0,BBL,2790,2828,Jackson
"=""35037279010000""",Gouge,35,"Holloway David A",OK,Creek,2011-02-01,Water,0,BBL,2577,2583,Gouge
"=""35037279050000""",Barker,14,"Holloway David A",OK,Creek,2011-12-01,Water,0,BBL,1996,2012,Barker
"=""35037279050000""",Barker,14,"Holloway David A",OK,Creek,2011-10-01,Water,0,BBL,1996,2012,Barker
"=""35037279050000""",Barker,14,"Holloway David A",OK,Creek,2011-03-01,Water,0,BBL,1996,2012,Barker
"=""35037279050000""",Barker,14,"Holloway David A",OK,Creek,2011-02-01,Water,0,BBL,1996,2012,Barker
"=""35037277920000""","Lana Paige",6,"3 Bc Co Inc",OK,Creek,2011-11-01,Water,2250,BBL,3070,3180,"Lana Paige"
"=""35037277920000""","Lana Paige",6,"3 Bc Co Inc",OK,Creek,2011-06-01,Water,1500,BBL,3070,3180,"Lana Paige"
"=""35037277920000""","Lana Paige",6,"3 Bc Co Inc",OK,Creek,2011-02-01,Water,1400,BBL,3070,3180,"Lana Paige"
"=""35037276980000""","Martin Robison",1,"Luke Oil Company",OK,Creek,2011-06-01,Water,600,BBL,1290,1311,"Martin Robison"
"=""35037276980000""","Martin Robison",1,"Luke Oil Company",OK,Creek,2011-04-01,Water,600,BBL,1290,1311,"Martin Robison"
"=""35037277230000""",Estate,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-05-01,Water,0,BBL,2033,2047,Estate
"=""35037277230000""",Estate,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-03-01,Water,0,BBL,2033,2047,Estate
"=""35037277230000""",Estate,1,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2011-02-01,Water,0,BBL,2033,2047,Estate
"=""35037278340000""",Mussellem,31,"Berexco Llc",OK,Creek,2011-10-01,Water,111786,BBL,2804,3600,Mussellem
"=""35037278340000""",Mussellem,31,"Berexco Llc",OK,Creek,2011-06-01,Water,108180,BBL,2804,3600,Mussellem
"=""35037278340000""",Mussellem,31,"Berexco Llc",OK,Creek,2011-02-01,Water,104888,BBL,2804,3600,Mussellem
"=""35037278930000""",Gouge,33,"Holloway David A",OK,Creek,2011-08-01,Water,0,BBL,2482,2484,Gouge
"=""35037289920000""","Stroud Prue Sand Unit Tr 7",13,"Rover Operating Llc",OK,Creek,2011-09-01,Water,0,BBL,2860,2950,"Stroud Prue Sand Unit Tr 7"
"=""35037290020000""","Stroud Prue Sand Unit",11-11,"Rover Operating Llc",OK,Creek,2011-09-01,Water,0,BBL,2820,2910,"Stroud Prue Sand Unit"
"=""35037290020000""","Stroud Prue Sand Unit",11-11,"Rover Operating Llc",OK,Creek,2011-07-01,Water,0,BBL,2820,2910,"Stroud Prue Sand Unit"
"=""35037290020000""","Stroud Prue Sand Unit",11-11,"Rover Operating Llc",OK,Creek,2011-03-01,Water,0,BBL,2820,2910,"Stroud Prue Sand Unit"
"=""35037290020000""","Stroud Prue Sand Unit",11-11,"Rover Operating Llc",OK,Creek,2011-01-01,Water,0,BBL,2820,2910,"Stroud Prue Sand Unit"
"=""35037289520000""","Stroud Prue Sand Unit",12-09,"Rover Operating Llc",OK,Creek,2011-12-01,Water,0,BBL,2850,2940,"Stroud Prue Sand Unit"
"=""35037289520000""","Stroud Prue Sand Unit",12-09,"Rover Operating Llc",OK,Creek,2011-06-01,Water,0,BBL,2850,2940,"Stroud Prue Sand Unit"
"=""35037289720000""","Stroud Prue Sand Unit",11-06,"Rover Operating Llc",OK,Creek,2011-11-01,Water,0,BBL,2800,2890,"Stroud Prue Sand Unit"
"=""35037285160000""",Fox,2,"Red Stone Resources Llc",OK,Creek,2011-12-01,Water,6300,BBL,1270,1320,Fox
"=""35037285160000""",Fox,2,"Red Stone Resources Llc",OK,Creek,2011-01-01,Water,6100,BBL,1270,1320,Fox
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-12-01,Water,16140,BBL,2313,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-08-01,Water,18773,BBL,2802,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-07-01,Water,18913,BBL,2313,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-07-01,Water,18913,BBL,2802,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-06-01,Water,19059,BBL,2313,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-06-01,Water,19059,BBL,2802,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-05-01,Water,8929,BBL,2802,2826,"Shamrock Royalty Unit"
"=""35037285240000""","Shamrock Royalty Unit",4-w9,"Linn Operating Llc",OK,Creek,2011-03-01,Water,1779,BBL,2313,2826,"Shamrock Royalty Unit"
"=""35037285340000""",Sinclair,7,"United Energy & Exploration Llc",OK,Creek,2011-05-01,Water,0,BBL,2688,2718,Sinclair
"=""35037285340000""",Sinclair,7,"United Energy & Exploration Llc",OK,Creek,2011-02-01,Water,0,BBL,2688,2718,Sinclair
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2011-12-01,Water,0,BBL,2066,2110,Annaco
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2011-10-01,Water,0,BBL,2066,2110,Annaco
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2011-06-01,Water,0,BBL,2066,2110,Annaco
"=""35037265680000""",Annaco,3,"Melson Oil & Gas Inc",OK,Creek,2011-05-01,Water,0,BBL,2066,2110,Annaco
"=""35037265900000""",Dowdy,1,"Withrow Oil Company Inc",OK,Creek,2011-06-01,Water,11000,BBL,2750,2850,Dowdy
"=""35037265900000""",Dowdy,1,"Withrow Oil Company Inc",OK,Creek,2011-05-01,Water,11600,BBL,2750,2850,Dowdy
"=""35037265900000""",Dowdy,1,"Withrow Oil Company Inc",OK,Creek,2011-02-01,Water,10000,BBL,2750,2850,Dowdy
"=""35037263070000""",Gullen-kernal,1,"Tidewater Operating Co Inc",OK,Creek,2011-10-01,Water,26020,BBL,3386,3499,Gullen-kernal
"=""35037263070000""",Gullen-kernal,1,"Tidewater Operating Co Inc",OK,Creek,2011-06-01,Water,28776,BBL,3386,3499,Gullen-kernal
"=""35037263070000""",Gullen-kernal,1,"Tidewater Operating Co Inc",OK,Creek,2011-05-01,Water,23711,BBL,3386,3499,Gullen-kernal
"=""35037263070000""",Gullen-kernal,1,"Tidewater Operating Co Inc",OK,Creek,2011-02-01,Water,26810,BBL,3386,3499,Gullen-kernal
"=""35037263140000""",Garrett,1,"Inland Oil Corporation",OK,Creek,2011-09-01,Water,3951,BBL,1880,1950,Garrett
"=""35037263140000""",Garrett,1,"Inland Oil Corporation",OK,Creek,2011-02-01,Water,4115,BBL,1880,1950,Garrett
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2011-04-01,Water,1000,BBL,810,823,Beam
"=""35037263230000""",Beam,8,"Cardinal Oil Llc",OK,Creek,2011-01-01,Water,1150,BBL,810,823,Beam
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2011-05-01,Water,3565,BBL,2523,2532,Kyser
"=""35037264220000""",Kyser,4,"Cardinal Oil Llc",OK,Creek,2011-01-01,Water,3875,BBL,2523,2532,Kyser
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2011-11-01,Water,49894,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2011-09-01,Water,49595,BBL,4048,4189,Curtis
"=""35037257510000""",Curtis,3,"Advance Oil Corporation",OK,Creek,2011-02-01,Water,43720,BBL,4048,4189,Curtis
"=""35037255620000""",Smith-doolin,3,"D & M Production Co Inc",OK,Creek,2011-06-01,Water,870,BBL,2584,2590,Smith-doolin
"=""35037255620000""",Smith-doolin,3,"D & M Production Co Inc",OK,Creek,2011-05-01,Water,900,BBL,2584,2590,Smith-doolin
"=""35037255640000""",Yocham,1,"Holloway David A",OK,Creek,2011-11-01,Water,0,BBL,1890,1928,Yocham
"=""35037261850000""",Polar,2,"Spess Oil Company Inc",OK,Creek,2011-06-01,Water,0,BBL,2926,2938,Polar
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2011-12-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2011-07-01,Water,0,BBL,1926,1938,Corbin
"=""35037259410000""",Corbin,9,"Holloway David A",OK,Creek,2011-03-01,Water,0,BBL,1926,1938,Corbin
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2011-12-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2011-09-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2011-06-01,Water,0,BBL,1916,1954,Greemore
"=""35037259490000""",Greemore,2,"Holloway David A",OK,Creek,2011-04-01,Water,0,BBL,1916,1954,Greemore
"=""35037259640000""",Rollestone,2,"Cardinal Oil Llc",OK,Creek,2011-06-01,Water,0,BBL,2568,2582,Rollestone
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2011-06-01,Water,0,BBL,3166,3174,"Day South"
"=""35037259800000""","Day South",1,"Nbi Services Inc",OK,Creek,2011-02-01,Water,0,BBL,3166,3174,"Day South"
